,Protein_product,Replicon_Name,Replicon_Accession,Start,Stop,Strand,Gene,GeneID,Length,Protein_name,Sequence_Length,Sequence_Description,Annotation_GO_ID,Enzyme_Code,Enzyme_Name
42405,XP_022328451.1,1,NC_035780.1,56504738,56509222,-,111127527,LOC111127527,594,heat shock 70 kDa protein 12B-like,1785,heat shock 70 kDa protein 12B-like,,,
42406,XP_022328452.1,3,NC_035782.1,17151150,17168133,-,111127531,LOC111127531,1312,nephrocystin-3-like,3939,nephrocystin-3-like,GO:0003674,,
42407,XP_022328453.1,3,NC_035782.1,49086297,49088992,-,111127532,LOC111127532,700,laccase-4-like,2103,laccase-4-like,GO:0016491;GO:0043167,,
42408,XP_022328454.1,3,NC_035782.1,29357067,29357931,+,111127533,LOC111127533,128,uncharacterized protein LOC111127533,387,uncharacterized protein LOC111127533,,,
42409,XP_022328455.1,3,NC_035782.1,29357067,29357931,+,111127533,LOC111127533,128,uncharacterized protein LOC111127533,387,uncharacterized protein LOC111127533,,,
42410,XP_022328456.1,3,NC_035782.1,49618463,49623175,-,111127536,LOC111127536,483,tetratricopeptide repeat protein 29-like,1452,tetratricopeptide repeat protein 29-like,GO:0003674,,
42411,XP_022328457.1,3,NC_035782.1,64031139,64032005,-,111127537,LOC111127537,115,uncharacterized protein LOC111127537,348,uncharacterized protein LOC111127537,GO:0003674;GO:0007155,,
42412,XP_022328458.1,3,NC_035782.1,36515266,36533501,-,111127539,LOC111127539,822,N-acetylneuraminate 9-O-acetyltransferase-like isoform X1,2469,N-acetylneuraminate 9-O-acetyltransferase-like isoform X1,,,
42413,XP_022328459.1,3,NC_035782.1,36515266,36533501,-,111127539,LOC111127539,804,N-acetylneuraminate 9-O-acetyltransferase-like isoform X2,2415,N-acetylneuraminate 9-O-acetyltransferase-like isoform X2,,,
42414,XP_022328460.1,3,NC_035782.1,36515266,36533396,-,111127539,LOC111127539,786,N-acetylneuraminate 9-O-acetyltransferase-like isoform X3,2361,N-acetylneuraminate 9-O-acetyltransferase-like isoform X3,,,
42415,XP_022328461.1,3,NC_035782.1,69355648,69360858,+,111127540,LOC111127540,263,uncharacterized protein LOC111127540,792,uncharacterized protein LOC111127540,,,
42416,XP_022328462.1,1,NC_035780.1,56429867,56436583,+,111127538,LOC111127538,479,uncharacterized protein LOC111127538,1440,uncharacterized protein LOC111127538,GO:0003674,,
42417,XP_022328463.1,3,NC_035782.1,74846843,74849437,-,111127541,LOC111127541,124,uncharacterized protein LOC111127541,375,uncharacterized protein LOC111127541,,,
42418,XP_022328464.1,3,NC_035782.1,74833857,74844445,+,111127542,LOC111127542,644,protein maelstrom homolog isoform X1,1935,protein maelstrom homolog isoform X1,GO:0008150,,
42419,XP_022328465.1,3,NC_035782.1,74833857,74844820,+,111127542,LOC111127542,635,protein maelstrom homolog isoform X2,1908,protein maelstrom homolog isoform X2,GO:0008150,,
42420,XP_022328466.1,3,NC_035782.1,5249393,5250277,+,111127543,LOC111127543,294,uncharacterized protein LOC111127543,885,uncharacterized protein LOC111127543,,,
42421,XP_022328467.1,3,NC_035782.1,5117385,5118552,+,111127544,LOC111127544,114,uncharacterized protein LOC111127544,345,uncharacterized protein LOC111127544,,,
42422,XP_022328468.1,3,NC_035782.1,5131896,5133062,+,111127545,LOC111127545,114,uncharacterized protein LOC111127545,345,uncharacterized protein LOC111127545,,,
42423,XP_022328469.1,3,NC_035782.1,5093554,5095168,+,111127546,LOC111127546,106,uncharacterized protein LOC111127546,321,uncharacterized protein LOC111127546,,,
42424,XP_022328470.1,3,NC_035782.1,22776390,22781477,-,111127548,LOC111127548,895,zinc finger protein 568-like,2688,zinc finger protein 568-like,GO:0003674,,
42425,XP_022328471.1,3,NC_035782.1,22762241,22765523,-,111127549,LOC111127549,840,zinc finger protein 567-like,2523,zinc finger protein 567-like,GO:0003674,,
42426,XP_022328472.1,3,NC_035782.1,22762241,22765523,-,111127549,LOC111127549,840,zinc finger protein 567-like,2523,zinc finger protein 567-like,GO:0003674,,
42427,XP_022328473.1,3,NC_035782.1,22762241,22765523,-,111127549,LOC111127549,840,zinc finger protein 567-like,2523,zinc finger protein 567-like,GO:0003674,,
42428,XP_022328474.1,1,NC_035780.1,56423358,56425962,+,111127547,LOC111127547,473,uncharacterized protein LOC111127547,1422,uncharacterized protein LOC111127547,,,
42429,XP_022328475.1,3,NC_035782.1,22806052,22810724,-,111127550,LOC111127550,597,zinc finger protein 721-like isoform X1,1794,zinc finger protein 721-like isoform X1,GO:0003674,,
42430,XP_022328476.1,3,NC_035782.1,22806052,22810724,-,111127550,LOC111127550,592,zinc finger protein 721-like isoform X2,1779,zinc finger protein 721-like isoform X2,GO:0003674,,
42431,XP_022328477.1,3,NC_035782.1,22806052,22819713,-,111127550,LOC111127550,592,zinc finger protein 721-like isoform X3,1779,zinc finger protein 721-like isoform X3,GO:0003674,,
42432,XP_022328478.1,3,NC_035782.1,22816007,22819713,-,111127550,LOC111127550,501,histone-lysine N-methyltransferase PRDM9-like isoform X4,1506,histone-lysine N-methyltransferase PRDM9-like isoform X4,GO:0003674,,
42433,XP_022328479.1,3,NC_035782.1,22756480,22760570,+,111127551,LOC111127551,231,phosphatidylethanolamine-binding protein 4-like isoform X1,696,phosphatidylethanolamine-binding protein 4-like isoform X1,,,
42434,XP_022328480.1,3,NC_035782.1,22756480,22760570,+,111127551,LOC111127551,198,uncharacterized protein LOC111127551 isoform X2,597,uncharacterized protein LOC111127551 isoform X2,,,
42435,XP_022328481.1,3,NC_035782.1,5282698,5286863,+,111127552,LOC111127552,1319,uncharacterized protein K02A2.6-like,3960,uncharacterized protein K02A2.6-like,GO:0003674;GO:0006259,,
42436,XP_022328482.1,3,NC_035782.1,39415128,39428621,-,111127553,LOC111127553,680,LOW QUALITY PROTEIN: TBC1 domain family member 23-like,2034,LOW QUALITY PROTEIN: TBC1 domain family member 23-like,GO:0016192,,
42437,XP_022328483.1,3,NC_035782.1,39428868,39445613,+,111127555,LOC111127555,532,LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase CBL-like,1596,LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase CBL-like,GO:0006464;GO:0007165;GO:0043167,,
42438,XP_022328484.1,3,NC_035782.1,5288414,5324241,+,111127556,LOC111127556,681,uncharacterized protein LOC111127556,2046,uncharacterized protein LOC111127556,,,
42439,XP_022328485.1,3,NC_035782.1,38102137,38103095,+,111127557,LOC111127557,320,LOW QUALITY PROTEIN: probable G-protein coupled receptor B0563.6,951,LOW QUALITY PROTEIN: probable G-protein coupled receptor B0563.6,GO:0003674;GO:0005575;GO:0007165,,
42440,XP_022328486.1,1,NC_035780.1,56409415,56413754,+,111127554,LOC111127554,470,uncharacterized protein LOC111127554,1413,uncharacterized protein LOC111127554,,,
42441,XP_022328487.1,3,NC_035782.1,57128309,57137412,+,111127559,LOC111127559,429,uncharacterized protein LOC111127559,1290,uncharacterized protein LOC111127559,GO:0003674,,
42442,XP_022328488.1,3,NC_035782.1,29987249,29988162,+,111127560,LOC111127560,128,uncharacterized protein LOC111127560,387,uncharacterized protein LOC111127560,,,
42443,XP_022328489.1,3,NC_035782.1,69306086,69316332,-,111127561,LOC111127561,514,pleckstrin homology domain-containing family A member 8-like,1545,pleckstrin homology domain-containing family A member 8-like,GO:0003674;GO:0005737;GO:0006810;GO:0061024,,
42444,XP_022328490.1,3,NC_035782.1,55143077,55145092,-,111127562,LOC111127562,294,LOW QUALITY PROTEIN: inositol oxygenase-like,882,LOW QUALITY PROTEIN: inositol oxygenase-like,GO:0005737;GO:0005975;GO:0009056;GO:0016491;GO:0043167;GO:0044281,EC:1.13.99.1,Inositol oxygenase
42445,XP_022328491.1,3,NC_035782.1,42165856,42170583,-,111127563,LOC111127563,288,LOW QUALITY PROTEIN: lathosterol oxidase-like,864,LOW QUALITY PROTEIN: lathosterol oxidase-like,GO:0006629;GO:0009058;GO:0016491;GO:0043167,,
42446,XP_022328492.1,3,NC_035782.1,5444013,5445230,+,111127564,LOC111127564,405,uncharacterized protein LOC111127564,1218,uncharacterized protein LOC111127564,,,
42447,XP_022328493.1,3,NC_035782.1,37955833,37962739,-,111127565,LOC111127565,884,uncharacterized protein LOC111127565,2655,uncharacterized protein LOC111127565,GO:0003674,,
42448,XP_022328494.1,3,NC_035782.1,17409668,17419152,+,111127567,LOC111127567,1717,probable serine/threonine-protein kinase DDB_G0282963,5154,probable serine/threonine-protein kinase DDB_G0282963,,,
42449,XP_022328495.1,3,NC_035782.1,17789983,17794497,+,111127568,LOC111127568,938,uncharacterized protein LOC111127568,2817,uncharacterized protein LOC111127568,,,
42450,XP_022328496.1,3,NC_035782.1,17795423,17802190,-,111127569,LOC111127569,936,hemicentin-1-like isoform X1,2811,hemicentin-1-like isoform X1,,,
42451,XP_022328497.1,1,NC_035780.1,56437666,56446449,-,111127566,LOC111127566,445,tRNA (cytosine(38)-C(5))-methyltransferase-like,1338,tRNA (cytosine(38)-C(5))-methyltransferase-like,GO:0008168,,
42452,XP_022328498.1,3,NC_035782.1,17795423,17802190,-,111127569,LOC111127569,929,hemicentin-1-like isoform X2,2790,hemicentin-1-like isoform X2,,,
42453,XP_022328499.1,3,NC_035782.1,17795423,17802190,-,111127569,LOC111127569,924,hemicentin-1-like isoform X3,2775,hemicentin-1-like isoform X3,,,
42454,XP_022328500.1,3,NC_035782.1,17420044,17426843,-,111127570,LOC111127570,936,obscurin-like isoform X1,2811,obscurin-like isoform X1,,,
42455,XP_022328501.1,3,NC_035782.1,17420044,17426843,-,111127570,LOC111127570,924,hemicentin-1-like isoform X2,2775,hemicentin-1-like isoform X2,,,
42456,XP_022328502.1,3,NC_035782.1,17847076,17853041,+,111127571,LOC111127571,834,serine/arginine repetitive matrix protein 1-like,2505,serine/arginine repetitive matrix protein 1-like,,,
42457,XP_022328503.1,3,NC_035782.1,17487490,17495962,-,111127572,LOC111127572,781,uncharacterized protein LOC111127572,2346,uncharacterized protein LOC111127572,,,
42458,XP_022328504.1,3,NC_035782.1,17860132,17868615,-,111127573,LOC111127573,781,uncharacterized protein LOC111127573,2346,uncharacterized protein LOC111127573,,,
42459,XP_022328505.1,3,NC_035782.1,17586093,17599535,-,111127575,LOC111127575,740,ADAM 17-like protease isoform X1,2223,ADAM 17-like protease isoform X1,GO:0008233,EC:3.4.24,Acting on peptide bonds (peptidases)
42460,XP_022328506.1,3,NC_035782.1,17586093,17599535,-,111127575,LOC111127575,740,ADAM 17-like protease isoform X2,2223,ADAM 17-like protease isoform X2,GO:0008233,EC:3.4.24,Acting on peptide bonds (peptidases)
42461,XP_022328507.1,3,NC_035782.1,17586093,17599535,-,111127575,LOC111127575,740,ADAM 17-like protease isoform X3,2223,ADAM 17-like protease isoform X3,GO:0008233,EC:3.4.24,Acting on peptide bonds (peptidases)
42462,XP_022328508.1,3,NC_035782.1,17948211,17963075,-,111127576,LOC111127576,740,ADAM 17-like protease,2223,ADAM 17-like protease,GO:0008233,EC:3.4.24,Acting on peptide bonds (peptidases)
42463,XP_022328509.1,1,NC_035780.1,56397864,56400532,+,111127574,LOC111127574,284,TBC1 domain family member 7-like,855,TBC1 domain family member 7-like,,,
42464,XP_022328510.1,3,NC_035782.1,18053191,18057282,-,111127577,LOC111127577,737,uncharacterized protein LOC111127577,2214,uncharacterized protein LOC111127577,GO:0003674;GO:0005576;GO:0008150,,
42465,XP_022328511.1,3,NC_035782.1,18058373,18063066,-,111127578,LOC111127578,728,uncharacterized protein LOC111127578,2187,uncharacterized protein LOC111127578,GO:0003674;GO:0005576;GO:0008150,,
42466,XP_022328512.1,3,NC_035782.1,18046806,18051596,-,111127579,LOC111127579,725,uncharacterized protein LOC111127579,2178,uncharacterized protein LOC111127579,GO:0003674;GO:0005576;GO:0008150,,
42467,XP_022328513.1,3,NC_035782.1,17681594,17686350,-,111127580,LOC111127580,723,uncharacterized protein LOC111127580,2172,uncharacterized protein LOC111127580,GO:0003674;GO:0005576;GO:0008150,,
42468,XP_022328514.1,3,NC_035782.1,17602809,17608236,+,111127581,LOC111127581,566,organic cation transporter protein-like isoform X1,1701,organic cation transporter protein-like isoform X1,GO:0005575;GO:0022857,,
42469,XP_022328515.1,3,NC_035782.1,17602809,17608236,+,111127581,LOC111127581,444,organic cation transporter protein-like isoform X2,1335,organic cation transporter protein-like isoform X2,GO:0005575;GO:0022857,,
42470,XP_022328516.1,3,NC_035782.1,17478360,17480217,+,111127582,LOC111127582,538,serine/arginine repetitive matrix protein 1-like,1617,serine/arginine repetitive matrix protein 1-like,,,
42471,XP_022328517.1,3,NC_035782.1,17560393,17580273,+,111127584,LOC111127584,536,band 7 protein AGAP004871-like isoform X1,1611,band 7 protein AGAP004871-like isoform X1,GO:0005575,,
42472,XP_022328518.1,3,NC_035782.1,17560393,17580273,+,111127584,LOC111127584,536,band 7 protein AGAP004871-like isoform X1,1611,band 7 protein AGAP004871-like isoform X1,GO:0005575,,
42473,XP_022328519.1,3,NC_035782.1,17560393,17580273,+,111127584,LOC111127584,534,band 7 protein AGAP004871-like isoform X2,1605,band 7 protein AGAP004871-like isoform X2,GO:0005575,,
42474,XP_022328520.1,3,NC_035782.1,17560393,17580273,+,111127584,LOC111127584,526,band 7 protein AGAP004871-like isoform X3,1581,band 7 protein AGAP004871-like isoform X3,GO:0005575,,
42475,XP_022328521.1,3,NC_035782.1,17560393,17580273,+,111127584,LOC111127584,523,band 7 protein AGAP004871-like isoform X4,1572,band 7 protein AGAP004871-like isoform X4,GO:0005575,,
42476,XP_022328522.1,1,NC_035780.1,56450062,56460298,+,111127583,LOC111127583,283,bile salt sulfotransferase-like isoform X1,852,bile salt sulfotransferase-like isoform X1,GO:0003674,,
42477,XP_022328523.1,3,NC_035782.1,17560393,17580273,+,111127584,LOC111127584,519,band 7 protein AGAP004871-like isoform X5,1560,band 7 protein AGAP004871-like isoform X5,GO:0005575,,
42478,XP_022328524.1,3,NC_035782.1,17926108,17942977,+,111127586,LOC111127586,536,band 7 protein AGAP004871-like isoform X1,1611,band 7 protein AGAP004871-like isoform X1,GO:0005575,,
42479,XP_022328525.1,3,NC_035782.1,17926108,17942977,+,111127586,LOC111127586,536,band 7 protein AGAP004871-like isoform X1,1611,band 7 protein AGAP004871-like isoform X1,GO:0005575,,
42480,XP_022328526.1,3,NC_035782.1,17926108,17942977,+,111127586,LOC111127586,519,band 7 protein AGAP004871-like isoform X2,1560,band 7 protein AGAP004871-like isoform X2,GO:0005575,,
42481,XP_022328527.1,3,NC_035782.1,17644698,17674353,+,111127587,LOC111127587,531,arylsulfatase B-like isoform X1,1596,arylsulfatase B-like isoform X1,GO:0003674,,
42482,XP_022328528.1,3,NC_035782.1,17644698,17674353,+,111127587,LOC111127587,531,arylsulfatase B-like isoform X2,1596,arylsulfatase B-like isoform X2,GO:0003674,,
42483,XP_022328529.1,3,NC_035782.1,17644698,17653693,+,111127587,LOC111127587,531,arylsulfatase I-like isoform X3,1596,arylsulfatase I-like isoform X3,GO:0003674,,
42484,XP_022328530.1,3,NC_035782.1,17430090,17442321,-,111127588,LOC111127588,514,cytochrome P450 3A24-like,1545,cytochrome P450 3A24-like,GO:0016491;GO:0043167,,
42485,XP_022328531.1,1,NC_035780.1,56456200,56460298,+,111127583,LOC111127583,281,bile salt sulfotransferase-like isoform X2,846,bile salt sulfotransferase-like isoform X2,GO:0003674,,
42486,XP_022328532.1,3,NC_035782.1,17805448,17816726,-,111127589,LOC111127589,514,cytochrome P450 3A24-like,1545,cytochrome P450 3A24-like,GO:0016491;GO:0043167,,
42487,XP_022328533.1,3,NC_035782.1,17609045,17613105,+,111127590,LOC111127590,486,spore coat protein SP65-like isoform X1,1461,spore coat protein SP65-like isoform X1,,,
42488,XP_022328534.1,3,NC_035782.1,17609045,17613105,+,111127590,LOC111127590,475,uncharacterized protein LOC111127590 isoform X2,1428,uncharacterized protein LOC111127590 isoform X2,,,
42489,XP_022328535.1,3,NC_035782.1,17609470,17613105,+,111127590,LOC111127590,470,spore coat protein SP65-like isoform X3,1413,spore coat protein SP65-like isoform X3,,,
42490,XP_022328536.1,3,NC_035782.1,17609470,17613105,+,111127590,LOC111127590,459,uncharacterized protein LOC111127590 isoform X4,1380,uncharacterized protein LOC111127590 isoform X4,,,
42491,XP_022328537.1,3,NC_035782.1,17701884,17704895,+,111127591,LOC111127591,467,uncharacterized protein LOC111127591,1404,uncharacterized protein LOC111127591,,,
42492,XP_022328538.1,3,NC_035782.1,17701884,17704895,+,111127591,LOC111127591,467,uncharacterized protein LOC111127591,1404,uncharacterized protein LOC111127591,,,
42493,XP_022328539.1,3,NC_035782.1,18065806,18071054,+,111127592,LOC111127592,467,uncharacterized protein LOC111127592,1404,uncharacterized protein LOC111127592,,,
42494,XP_022328540.1,1,NC_035780.1,56456200,56460298,+,111127583,LOC111127583,281,bile salt sulfotransferase-like isoform X2,846,bile salt sulfotransferase-like isoform X2,GO:0003674,,
42495,XP_022328541.1,3,NC_035782.1,18065806,18071054,+,111127592,LOC111127592,467,uncharacterized protein LOC111127592,1404,uncharacterized protein LOC111127592,,,
42496,XP_022328542.1,3,NC_035782.1,46413584,46416011,+,111127593,LOC111127593,579,heat shock 70 kDa protein 12A-like,1740,heat shock 70 kDa protein 12A-like,,,
42497,XP_022328543.1,3,NC_035782.1,46413584,46416011,+,111127593,LOC111127593,579,heat shock 70 kDa protein 12A-like,1740,heat shock 70 kDa protein 12A-like,,,
42498,XP_022328544.1,3,NC_035782.1,17820181,17822428,-,111127594,LOC111127594,411,uncharacterized protein LOC111127594 isoform X1,1236,uncharacterized protein LOC111127594 isoform X1,,,
42499,XP_022328545.1,3,NC_035782.1,17820181,17821929,-,111127594,LOC111127594,387,uncharacterized protein LOC111127594 isoform X2,1164,uncharacterized protein LOC111127594 isoform X2,,,
42500,XP_022328546.1,3,NC_035782.1,17446063,17448941,-,111127595,LOC111127595,387,uncharacterized protein LOC111127595,1164,uncharacterized protein LOC111127595,,,
42501,XP_022328547.1,3,NC_035782.1,17446063,17448941,-,111127595,LOC111127595,387,uncharacterized protein LOC111127595,1164,uncharacterized protein LOC111127595,,,
42502,XP_022328548.1,3,NC_035782.1,17777265,17780214,+,111127596,LOC111127596,369,dnaJ homolog subfamily C member 22-like,1110,dnaJ homolog subfamily C member 22-like,,,
42503,XP_022328549.1,1,NC_035780.1,56450062,56453430,+,111127583,LOC111127583,280,bile salt sulfotransferase-like isoform X3,843,bile salt sulfotransferase-like isoform X3,GO:0003674,,
42504,XP_022328550.1,3,NC_035782.1,17403257,17405269,+,111127597,LOC111127597,358,LOW QUALITY PROTEIN: dnaJ homolog subfamily C member 22-like,1077,LOW QUALITY PROTEIN: dnaJ homolog subfamily C member 22-like,,,
42505,XP_022328551.1,3,NC_035782.1,17387836,17392178,+,111127598,LOC111127598,334,uncharacterized protein LOC111127598,1005,uncharacterized protein LOC111127598,,,
42506,XP_022328552.1,3,NC_035782.1,17387836,17392178,+,111127598,LOC111127598,334,uncharacterized protein LOC111127598,1005,uncharacterized protein LOC111127598,,,
